Year,Month,GEO,Vehicle type,Number Of Sales
2006,April,Ontario,Passenger cars,30633
2006,April,Ontario,Trucks,26925
2006,April,Prince Edward Island,Passenger cars,286
2006,April,Prince Edward Island,Trucks,156
2006,April,Quebec,Passenger cars,28175
2006,April,Quebec,Trucks,13710
2006,April,Saskatchewan,Passenger cars,1288
2006,April,Saskatchewan,Trucks,2277
2006,May,Alberta,Passenger cars,9948
2006,May,Alberta,Trucks,15959
2006,May,British Columbia,Passenger cars,10128
2006,May,British Columbia,Trucks,8943
2006,May,Manitoba,Passenger cars,2114
2006,May,Manitoba,Trucks,2365
2006,May,New Brunswick,Passenger cars,2222
2006,May,New Brunswick,Trucks,1507
2006,May,Newfoundland and Labrador,Passenger cars,1742
2006,May,Newfoundland and Labrador,Trucks,1097
2006,May,Nova Scotia,Passenger cars,3476
2006,May,Nova Scotia,Trucks,1856
2006,May,Ontario,Passenger cars,34843
2006,May,Ontario,Trucks,28433
2006,May,Prince Edward Island,Passenger cars,371
2006,May,Prince Edward Island,Trucks,169
2006,May,Quebec,Passenger cars,29676
2006,May,Quebec,Trucks,14593
2006,May,Saskatchewan,Passenger cars,1655
2006,May,Saskatchewan,Trucks,2194
2006,June,Alberta,Passenger cars,7869
2006,June,Alberta,Trucks,14487
2006,June,British Columbia,Passenger cars,10174
2006,June,British Columbia,Trucks,8861
2006,June,Manitoba,Passenger cars,2121
2006,June,Manitoba,Trucks,2207
2006,June,New Brunswick,Passenger cars,2189
2006,June,New Brunswick,Trucks,1485
2006,June,Newfoundland and Labrador,Passenger cars,1727
2006,June,Newfoundland and Labrador,Trucks,1176
2006,June,Nova Scotia,Passenger cars,3133
2006,June,Nova Scotia,Trucks,1723
2006,June,Ontario,Passenger cars,33219
2006,June,Ontario,Trucks,28157
2006,June,Prince Edward Island,Passenger cars,360
2006,June,Prince Edward Island,Trucks,201
2006,June,Quebec,Passenger cars,25803
2006,June,Quebec,Trucks,13240
2006,June,Saskatchewan,Passenger cars,1460
2006,June,Saskatchewan,Trucks,2437
2006,July,Alberta,Passenger cars,7657
2006,July,Alberta,Trucks,13418
2006,July,British Columbia,Passenger cars,8175
2006,July,British Columbia,Trucks,8801
2006,July,Manitoba,Passenger cars,1892
2006,July,Manitoba,Trucks,2200
2006,July,New Brunswick,Passenger cars,1825
2006,July,New Brunswick,Trucks,1324
2006,July,Newfoundland and Labrador,Passenger cars,1226
2006,July,Newfoundland and Labrador,Trucks,1018
2006,July,Nova Scotia,Passenger cars,2337
2006,July,Nova Scotia,Trucks,1661
2006,July,Ontario,Passenger cars,27735
2006,July,Ontario,Trucks,25588
2006,July,Prince Edward Island,Passenger cars,330
2006,July,Prince Edward Island,Trucks,189
2006,July,Quebec,Passenger cars,24041
2006,July,Quebec,Trucks,12564
2006,July,Saskatchewan,Passenger cars,1338
2006,July,Saskatchewan,Trucks,2202
2006,August,Alberta,Passenger cars,7989
2006,August,Alberta,Trucks,15277
2006,August,British Columbia,Passenger cars,8538
2006,August,British Columbia,Trucks,9333
2006,August,Manitoba,Passenger cars,1972
2006,August,Manitoba,Trucks,2499
2006,August,New Brunswick,Passenger cars,1805
2006,August,New Brunswick,Trucks,1584
2006,August,Newfoundland and Labrador,Passenger cars,1253
2006,August,Newfoundland and Labrador,Trucks,1229
2006,August,Nova Scotia,Passenger cars,2590
2006,August,Nova Scotia,Trucks,2007
2006,August,Ontario,Passenger cars,29830
2006,August,Ontario,Trucks,26902
2006,August,Prince Edward Island,Passenger cars,324
2006,August,Prince Edward Island,Trucks,207
2006,August,Quebec,Passenger cars,26530
2006,August,Quebec,Trucks,14036
2006,August,Saskatchewan,Passenger cars,1413
2006,August,Saskatchewan,Trucks,2550
2006,September,Alberta,Passenger cars,7317
2006,September,Alberta,Trucks,13732
2006,September,British Columbia,Passenger cars,8109
2006,September,British Columbia,Trucks,8060
2006,September,Manitoba,Passenger cars,1883
2006,September,Manitoba,Trucks,2340
2006,September,New Brunswick,Passenger cars,1540
2006,September,New Brunswick,Trucks,1303
2006,September,Newfoundland and Labrador,Passenger cars,987
2006,September,Newfoundland and Labrador,Trucks,992
2006,September,Nova Scotia,Passenger cars,2187
2006,September,Nova Scotia,Trucks,1521
2006,September,Ontario,Passenger cars,27301
2006,September,Ontario,Trucks,25165
2006,September,Prince Edward Island,Passenger cars,246
2006,September,Prince Edward Island,Trucks,158
2006,September,Quebec,Passenger cars,21972
2006,September,Quebec,Trucks,11640
2006,September,Saskatchewan,Passenger cars,1273
2006,September,Saskatchewan,Trucks,2339
2006,October,Alberta,Passenger cars,6652
2006,October,Alberta,Trucks,12948
2006,October,British Columbia,Passenger cars,7149
2006,October,British Columbia,Trucks,7090
2006,October,Manitoba,Passenger cars,1498
2006,October,Manitoba,Trucks,2063
2006,October,New Brunswick,Passenger cars,1310
2006,October,New Brunswick,Trucks,1161
2006,October,Newfoundland and Labrador,Passenger cars,810
2006,October,Newfoundland and Labrador,Trucks,801
2006,October,Nova Scotia,Passenger cars,1764
2006,October,Nova Scotia,Trucks,1332
2006,October,Ontario,Passenger cars,23065
2006,October,Ontario,Trucks,22597
2006,October,Prince Edward Island,Passenger cars,212
2006,October,Prince Edward Island,Trucks,119
2006,October,Quebec,Passenger cars,18915
2006,October,Quebec,Trucks,10530
2006,October,Saskatchewan,Passenger cars,1073
2006,October,Saskatchewan,Trucks,1987
2006,November,Alberta,Passenger cars,5911
2006,November,Alberta,Trucks,13096
2006,November,British Columbia,Passenger cars,7167
2006,November,British Columbia,Trucks,7142
2006,November,Manitoba,Passenger cars,1362
2006,November,Manitoba,Trucks,2124
2006,November,New Brunswick,Passenger cars,1473
2006,November,New Brunswick,Trucks,1294
2006,November,Newfoundland and Labrador,Passenger cars,881
2006,November,Newfoundland and Labrador,Trucks,902
2006,November,Nova Scotia,Passenger cars,2061
2006,November,Nova Scotia,Trucks,1481
2006,November,Ontario,Passenger cars,25324
2006,November,Ontario,Trucks,24383
2006,November,Prince Edward Island,Passenger cars,218
2006,November,Prince Edward Island,Trucks,147
2006,November,Quebec,Passenger cars,18390
2006,November,Quebec,Trucks,11240
2006,November,Saskatchewan,Passenger cars,969
2006,November,Saskatchewan,Trucks,2167
2006,December,Alberta,Passenger cars,6642
2006,December,Alberta,Trucks,14945
2006,December,British Columbia,Passenger cars,8370
2006,December,British Columbia,Trucks,8969
2006,December,Manitoba,Passenger cars,1576
2006,December,Manitoba,Trucks,2463
2006,December,New Brunswick,Passenger cars,1271
2006,December,New Brunswick,Trucks,1424
2006,December,Newfoundland and Labrador,Passenger cars,649
2006,December,Newfoundland and Labrador,Trucks,917
2006,December,Nova Scotia,Passenger cars,1841
2006,December,Nova Scotia,Trucks,1542
2006,December,Ontario,Passenger cars,25504
2006,December,Ontario,Trucks,24277
2006,December,Prince Edward Island,Passenger cars,175
2006,December,Prince Edward Island,Trucks,173
2006,December,Quebec,Passenger cars,15555
2006,December,Quebec,Trucks,11257
2006,December,Saskatchewan,Passenger cars,966
2006,December,Saskatchewan,Trucks,2641
2007,January,Alberta,Passenger cars,4775
2007,January,Alberta,Trucks,11615
2007,January,British Columbia,Passenger cars,5512
2007,January,British Columbia,Trucks,6596
2007,January,Manitoba,Passenger cars,953
2007,January,Manitoba,Trucks,1577
2007,January,New Brunswick,Passenger cars,995
2007,January,New Brunswick,Trucks,1025
2007,January,Newfoundland and Labrador,Passenger cars,518
2007,January,Newfoundland and Labrador,Trucks,646
2007,January,Nova Scotia,Passenger cars,1195
2007,January,Nova Scotia,Trucks,1242
2007,January,Ontario,Passenger cars,16066
2007,January,Ontario,Trucks,18333
2007,January,Prince Edward Island,Passenger cars,137
2007,January,Prince Edward Island,Trucks,106
2007,January,Quebec,Passenger cars,11901
2007,January,Quebec,Trucks,8782
2007,January,Saskatchewan,Passenger cars,653
2007,January,Saskatchewan,Trucks,1786
2007,February,Alberta,Passenger cars,5033
2007,February,Alberta,Trucks,11300
2007,February,British Columbia,Passenger cars,6393
2007,February,British Columbia,Trucks,7257
2007,February,Manitoba,Passenger cars,1008
2007,February,Manitoba,Trucks,1644
2007,February,New Brunswick,Passenger cars,965
2007,February,New Brunswick,Trucks,1054
2007,February,Newfoundland and Labrador,Passenger cars,551
2007,February,Newfoundland and Labrador,Trucks,702
2007,February,Nova Scotia,Passenger cars,1402
2007,February,Nova Scotia,Trucks,1204
2007,February,Ontario,Passenger cars,16964
2007,February,Ontario,Trucks,18383
2007,February,Prince Edward Island,Passenger cars,154
2007,February,Prince Edward Island,Trucks,124
2007,February,Quebec,Passenger cars,14106
2007,February,Quebec,Trucks,9204
2007,February,Saskatchewan,Passenger cars,680
2007,February,Saskatchewan,Trucks,1749
2007,March,Alberta,Passenger cars,8049
2007,March,Alberta,Trucks,15826
2007,March,British Columbia,Passenger cars,8592
2007,March,British Columbia,Trucks,9832
2007,March,Manitoba,Passenger cars,1701
2007,March,Manitoba,Trucks,2656
2007,March,New Brunswick,Passenger cars,1766
2007,March,New Brunswick,Trucks,1673
2007,March,Newfoundland and Labrador,Passenger cars,1391
2007,March,Newfoundland and Labrador,Trucks,1134
2007,March,Nova Scotia,Passenger cars,2401
2007,March,Nova Scotia,Trucks,1817
2007,March,Ontario,Passenger cars,27239
2007,March,Ontario,Trucks,27411
2007,March,Prince Edward Island,Passenger cars,229
2007,March,Prince Edward Island,Trucks,218
2007,March,Quebec,Passenger cars,24036
2007,March,Quebec,Trucks,14764
2007,March,Saskatchewan,Passenger cars,1083
2007,March,Saskatchewan,Trucks,2632
2007,April,Alberta,Passenger cars,8817
2007,April,Alberta,Trucks,14944
2007,April,British Columbia,Passenger cars,9519
2007,April,British Columbia,Trucks,9519
2007,April,Manitoba,Passenger cars,2037
2007,April,Manitoba,Trucks,2676
2007,April,New Brunswick,Passenger cars,1967
2007,April,New Brunswick,Trucks,1670
2007,April,Newfoundland and Labrador,Passenger cars,1871
2007,April,Newfoundland and Labrador,Trucks,1305
2007,April,Nova Scotia,Passenger cars,3572
2007,April,Nova Scotia,Trucks,1959
2007,April,Ontario,Passenger cars,32567
2007,April,Ontario,Trucks,28689
2007,April,Prince Edward Island,Passenger cars,328
2007,April,Prince Edward Island,Trucks,203
2007,April,Quebec,Passenger cars,30380
2007,April,Quebec,Trucks,16144
2007,April,Saskatchewan,Passenger cars,1388
2007,April,Saskatchewan,Trucks,2873
2007,May,Alberta,Passenger cars,10254
2007,May,Alberta,Trucks,16706
2007,May,British Columbia,Passenger cars,10728
2007,May,British Columbia,Trucks,10479
2007,May,Manitoba,Passenger cars,2116
2007,May,Manitoba,Trucks,2586
2007,May,New Brunswick,Passenger cars,2589
2007,May,New Brunswick,Trucks,1949
2007,May,Newfoundland and Labrador,Passenger cars,2200
2007,May,Newfoundland and Labrador,Trucks,1484
2007,May,Nova Scotia,Passenger cars,3392
2007,May,Nova Scotia,Trucks,1961
2007,May,Ontario,Passenger cars,34911
2007,May,Ontario,Trucks,30309
2007,May,Prince Edward Island,Passenger cars,435
2007,May,Prince Edward Island,Trucks,203
2007,May,Quebec,Passenger cars,34304
2007,May,Quebec,Trucks,17840
2007,May,Saskatchewan,Passenger cars,1635
2007,May,Saskatchewan,Trucks,2995
2007,June,Alberta,Passenger cars,9524
2007,June,Alberta,Trucks,15939
2007,June,British Columbia,Passenger cars,10331
2007,June,British Columbia,Trucks,10174
2007,June,Manitoba,Passenger cars,2165
2007,June,Manitoba,Trucks,2316
2007,June,New Brunswick,Passenger cars,2299
2007,June,New Brunswick,Trucks,1791
2007,June,Newfoundland and Labrador,Passenger cars,1838
2007,June,Newfoundland and Labrador,Trucks,1484
2007,June,Nova Scotia,Passenger cars,3379
2007,June,Nova Scotia,Trucks,2025
2007,June,Ontario,Passenger cars,33388
2007,June,Ontario,Trucks,29054
2007,June,Prince Edward Island,Passenger cars,401
2007,June,Prince Edward Island,Trucks,192
2007,June,Quebec,Passenger cars,26750
2007,June,Quebec,Trucks,14913
2007,June,Saskatchewan,Passenger cars,1654
2007,June,Saskatchewan,Trucks,2870
2007,July,Alberta,Passenger cars,8118
2007,July,Alberta,Trucks,14118
2007,July,British Columbia,Passenger cars,8927
2007,July,British Columbia,Trucks,8909
2007,July,Manitoba,Passenger cars,1754
2007,July,Manitoba,Trucks,2145
2007,July,New Brunswick,Passenger cars,1957
2007,July,New Brunswick,Trucks,1451
2007,July,Newfoundland and Labrador,Passenger cars,1474
2007,July,Newfoundland and Labrador,Trucks,1257
2007,July,Nova Scotia,Passenger cars,2739
2007,July,Nova Scotia,Trucks,1841
2007,July,Ontario,Passenger cars,27091
2007,July,Ontario,Trucks,23410
2007,July,Prince Edward Island,Passenger cars,342
2007,July,Prince Edward Island,Trucks,177
2007,July,Quebec,Passenger cars,23785
2007,July,Quebec,Trucks,11772
2007,July,Saskatchewan,Passenger cars,1535
2007,July,Saskatchewan,Trucks,2568
2007,August,Alberta,Passenger cars,8192
2007,August,Alberta,Trucks,15283
2007,August,British Columbia,Passenger cars,8663
2007,August,British Columbia,Trucks,9492
2007,August,Manitoba,Passenger cars,2193
2007,August,Manitoba,Trucks,2528
2007,August,New Brunswick,Passenger cars,2110
2007,August,New Brunswick,Trucks,1657
2007,August,Newfoundland and Labrador,Passenger cars,1550
2007,August,Newfoundland and Labrador,Trucks,1420
2007,August,Nova Scotia,Passenger cars,2950
2007,August,Nova Scotia,Trucks,2017
2007,August,Ontario,Passenger cars,30328
2007,August,Ontario,Trucks,27258
2007,August,Prince Edward Island,Passenger cars,377
2007,August,Prince Edward Island,Trucks,260
2007,August,Quebec,Passenger cars,25994
2007,August,Quebec,Trucks,13978
2007,August,Saskatchewan,Passenger cars,1710
2007,August,Saskatchewan,Trucks,2923
2007,September,Alberta,Passenger cars,7031
2007,September,Alberta,Trucks,12593
2007,September,British Columbia,Passenger cars,8124
2007,September,British Columbia,Trucks,7878
2007,September,Manitoba,Passenger cars,1942
2007,September,Manitoba,Trucks,2183
2007,September,New Brunswick,Passenger cars,1565
2007,September,New Brunswick,Trucks,1280
2007,September,Newfoundland and Labrador,Passenger cars,1142
2007,September,Newfoundland and Labrador,Trucks,1020
2007,September,Nova Scotia,Passenger cars,2194
2007,September,Nova Scotia,Trucks,1659
2007,September,Ontario,Passenger cars,25903
2007,September,Ontario,Trucks,22445
2007,September,Prince Edward Island,Passenger cars,255
2007,September,Prince Edward Island,Trucks,128
2007,September,Quebec,Passenger cars,21362
2007,September,Quebec,Trucks,12203
2007,September,Saskatchewan,Passenger cars,1337
2007,September,Saskatchewan,Trucks,2272
2007,October,Alberta,Passenger cars,6431
2007,October,Alberta,Trucks,12701
2007,October,British Columbia,Passenger cars,6461
2007,October,British Columbia,Trucks,7628
2007,October,Manitoba,Passenger cars,1545
2007,October,Manitoba,Trucks,2182
2007,October,New Brunswick,Passenger cars,1359
2007,October,New Brunswick,Trucks,1389
2007,October,Newfoundland and Labrador,Passenger cars,900
2007,October,Newfoundland and Labrador,Trucks,988
2007,October,Nova Scotia,Passenger cars,1900
2007,October,Nova Scotia,Trucks,1497
2007,October,Ontario,Passenger cars,23135
2007,October,Ontario,Trucks,21607
2007,October,Prince Edward Island,Passenger cars,251
2007,October,Prince Edward Island,Trucks,170
2007,October,Quebec,Passenger cars,18830
2007,October,Quebec,Trucks,11478
2007,October,Saskatchewan,Passenger cars,1193
2007,October,Saskatchewan,Trucks,2427
2007,November,Alberta,Passenger cars,5964
2007,November,Alberta,Trucks,13597
2007,November,British Columbia,Passenger cars,6669
2007,November,British Columbia,Trucks,7513
2007,November,Manitoba,Passenger cars,1390
2007,November,Manitoba,Trucks,2017
2007,November,New Brunswick,Passenger cars,1145
2007,November,New Brunswick,Trucks,1212
2007,November,Newfoundland and Labrador,Passenger cars,866
2007,November,Newfoundland and Labrador,Trucks,942
2007,November,Nova Scotia,Passenger cars,2027
2007,November,Nova Scotia,Trucks,1545
2007,November,Ontario,Passenger cars,22792
2007,November,Ontario,Trucks,21456
2007,November,Prince Edward Island,Passenger cars,158
2007,November,Prince Edward Island,Trucks,121
2007,November,Quebec,Passenger cars,16142
2007,November,Quebec,Trucks,10951
2007,November,Saskatchewan,Passenger cars,1035
2007,November,Saskatchewan,Trucks,2470
2007,December,Alberta,Passenger cars,5522
2007,December,Alberta,Trucks,14718
2007,December,British Columbia,Passenger cars,6912
2007,December,British Columbia,Trucks,9488
2007,December,Manitoba,Passenger cars,1381
2007,December,Manitoba,Trucks,2404
2007,December,New Brunswick,Passenger cars,1050
2007,December,New Brunswick,Trucks,1375
2007,December,Newfoundland and Labrador,Passenger cars,678
2007,December,Newfoundland and Labrador,Trucks,899
2007,December,Nova Scotia,Passenger cars,1643
2007,December,Nova Scotia,Trucks,1626
2007,December,Ontario,Passenger cars,21530
2007,December,Ontario,Trucks,25530
2007,December,Prince Edward Island,Passenger cars,171
2007,December,Prince Edward Island,Trucks,163
2007,December,Quebec,Passenger cars,13004
2007,December,Quebec,Trucks,10782
2007,December,Saskatchewan,Passenger cars,1088
2007,December,Saskatchewan,Trucks,2990
2008,January,Alberta,Passenger cars,6028
2008,January,Alberta,Trucks,10940
2008,January,British Columbia,Passenger cars,5958
2008,January,British Columbia,Trucks,7133
2008,January,Manitoba,Passenger cars,1336
2008,January,Manitoba,Trucks,1613
2008,January,New Brunswick,Passenger cars,1069
2008,January,New Brunswick,Trucks,1069
2008,January,Newfoundland and Labrador,Passenger cars,872
2008,January,Newfoundland and Labrador,Trucks,838
2008,January,Nova Scotia,Passenger cars,1705
2008,January,Nova Scotia,Trucks,1410
2008,January,Ontario,Passenger cars,18747
2008,January,Ontario,Trucks,18541
2008,January,Prince Edward Island,Passenger cars,138
2008,January,Prince Edward Island,Trucks,150
2008,January,Quebec,Passenger cars,14993
2008,January,Quebec,Trucks,10048
2008,January,Saskatchewan,Passenger cars,873
2008,January,Saskatchewan,Trucks,2085
2008,February,Alberta,Passenger cars,5843
2008,February,Alberta,Trucks,11339
2008,February,British Columbia,Passenger cars,6486
2008,February,British Columbia,Trucks,7135
2008,February,Manitoba,Passenger cars,1356
2008,February,Manitoba,Trucks,1731
2008,February,New Brunswick,Passenger cars,1380
2008,February,New Brunswick,Trucks,1147
2008,February,Newfoundland and Labrador,Passenger cars,1069
2008,February,Newfoundland and Labrador,Trucks,944
2008,February,Nova Scotia,Passenger cars,2093
2008,February,Nova Scotia,Trucks,1423
2008,February,Ontario,Passenger cars,19719
2008,February,Ontario,Trucks,18895
2008,February,Prince Edward Island,Passenger cars,209
2008,February,Prince Edward Island,Trucks,146
2008,February,Quebec,Passenger cars,18940
2008,February,Quebec,Trucks,10815
2008,February,Saskatchewan,Passenger cars,1115
2008,February,Saskatchewan,Trucks,2092
2008,March,Alberta,Passenger cars,8088
2008,March,Alberta,Trucks,14162
2008,March,British Columbia,Passenger cars,8601
2008,March,British Columbia,Trucks,9002
2008,March,Manitoba,Passenger cars,1922
2008,March,Manitoba,Trucks,2599
2008,March,New Brunswick,Passenger cars,1926
2008,March,New Brunswick,Trucks,1583
2008,March,Newfoundland and Labrador,Passenger cars,1296
2008,March,Newfoundland and Labrador,Trucks,1234
2008,March,Nova Scotia,Passenger cars,3004
2008,March,Nova Scotia,Trucks,1986
2008,March,Ontario,Passenger cars,27978
2008,March,Ontario,Trucks,25787
2008,March,Prince Edward Island,Passenger cars,280
2008,March,Prince Edward Island,Trucks,172
2008,March,Quebec,Passenger cars,25548
2008,March,Quebec,Trucks,13969
2008,March,Saskatchewan,Passenger cars,1481
2008,March,Saskatchewan,Trucks,2887
2008,April,Alberta,Passenger cars,8628
2008,April,Alberta,Trucks,13969
2008,April,British Columbia,Passenger cars,9277
2008,April,British Columbia,Trucks,8792
2008,April,Manitoba,Passenger cars,2177
2008,April,Manitoba,Trucks,2624
2008,April,New Brunswick,Passenger cars,2575
2008,April,New Brunswick,Trucks,1947
2008,April,Newfoundland and Labrador,Passenger cars,1974
2008,April,Newfoundland and Labrador,Trucks,1611
2008,April,Nova Scotia,Passenger cars,3669
2008,April,Nova Scotia,Trucks,2010
2008,April,Ontario,Passenger cars,33182
2008,April,Ontario,Trucks,28713
2008,April,Prince Edward Island,Passenger cars,355
2008,April,Prince Edward Island,Trucks,216
2008,April,Quebec,Passenger cars,34657
2008,April,Quebec,Trucks,17900
2008,April,Saskatchewan,Passenger cars,1839
2008,April,Saskatchewan,Trucks,3174
2008,May,Alberta,Passenger cars,10728
2008,May,Alberta,Trucks,14786
2008,May,British Columbia,Passenger cars,11433
2008,May,British Columbia,Trucks,8672
2008,May,Manitoba,Passenger cars,2471
2008,May,Manitoba,Trucks,2353
2008,May,New Brunswick,Passenger cars,2837
2008,May,New Brunswick,Trucks,1750
2008,May,Newfoundland and Labrador,Passenger cars,2386
2008,May,Newfoundland and Labrador,Trucks,1439
2008,May,Nova Scotia,Passenger cars,4332
2008,May,Nova Scotia,Trucks,1999
2008,May,Ontario,Passenger cars,36358
2008,May,Ontario,Trucks,27785
2008,May,Prince Edward Island,Passenger cars,502
2008,May,Prince Edward Island,Trucks,205
2008,May,Quebec,Passenger cars,36409
2008,May,Quebec,Trucks,17000
2008,May,Saskatchewan,Passenger cars,1931
2008,May,Saskatchewan,Trucks,2761
2008,June,Alberta,Passenger cars,9847
2008,June,Alberta,Trucks,12285
2008,June,British Columbia,Passenger cars,10480
2008,June,British Columbia,Trucks,8007
2008,June,Manitoba,Passenger cars,2218
2008,June,Manitoba,Trucks,2236
2008,June,New Brunswick,Passenger cars,2445
2008,June,New Brunswick,Trucks,1615
2008,June,Newfoundland and Labrador,Passenger cars,1896
2008,June,Newfoundland and Labrador,Trucks,1263
2008,June,Nova Scotia,Passenger cars,4021
2008,June,Nova Scotia,Trucks,1624
2008,June,Ontario,Passenger cars,35043
2008,June,Ontario,Trucks,24717
2008,June,Prince Edward Island,Passenger cars,388
2008,June,Prince Edward Island,Trucks,172
2008,June,Quebec,Passenger cars,27893
2008,June,Quebec,Trucks,12681
2008,June,Saskatchewan,Passenger cars,1760
2008,June,Saskatchewan,Trucks,2473
2008,July,Alberta,Passenger cars,7987
2008,July,Alberta,Trucks,12912
2008,July,British Columbia,Passenger cars,8611
2008,July,British Columbia,Trucks,7382
2008,July,Manitoba,Passenger cars,1992
2008,July,Manitoba,Trucks,2464
2008,July,New Brunswick,Passenger cars,2360
2008,July,New Brunswick,Trucks,1667
2008,July,Newfoundland and Labrador,Passenger cars,1777
2008,July,Newfoundland and Labrador,Trucks,1620
2008,July,Nova Scotia,Passenger cars,3080
2008,July,Nova Scotia,Trucks,1784
2008,July,Ontario,Passenger cars,30125
2008,July,Ontario,Trucks,22651
2008,July,Prince Edward Island,Passenger cars,369
2008,July,Prince Edward Island,Trucks,184
2008,July,Quebec,Passenger cars,27812
2008,July,Quebec,Trucks,13306
2008,July,Saskatchewan,Passenger cars,1713
2008,July,Saskatchewan,Trucks,2908
2008,August,Alberta,Passenger cars,7541
2008,August,Alberta,Trucks,12757
2008,August,British Columbia,Passenger cars,7981
2008,August,British Columbia,Trucks,7279
2008,August,Manitoba,Passenger cars,2016
2008,August,Manitoba,Trucks,2439
2008,August,New Brunswick,Passenger cars,2150
2008,August,New Brunswick,Trucks,1693
2008,August,Newfoundland and Labrador,Passenger cars,1661
2008,August,Newfoundland and Labrador,Trucks,1639
2008,August,Nova Scotia,Passenger cars,2880
2008,August,Nova Scotia,Trucks,1710
2008,August,Ontario,Passenger cars,28584
2008,August,Ontario,Trucks,24520
2008,August,Prince Edward Island,Passenger cars,362
2008,August,Prince Edward Island,Trucks,183
2008,August,Quebec,Passenger cars,25955
2008,August,Quebec,Trucks,13262
2008,August,Saskatchewan,Passenger cars,1793
2008,August,Saskatchewan,Trucks,3202
2008,September,Alberta,Passenger cars,7045
2008,September,Alberta,Trucks,12145
2008,September,British Columbia,Passenger cars,7312
2008,September,British Columbia,Trucks,6661
2008,September,Manitoba,Passenger cars,1983
2008,September,Manitoba,Trucks,2196
2008,September,New Brunswick,Passenger cars,1749
2008,September,New Brunswick,Trucks,1389
2008,September,Newfoundland and Labrador,Passenger cars,1383
2008,September,Newfoundland and Labrador,Trucks,1238
2008,September,Nova Scotia,Passenger cars,2591
2008,September,Nova Scotia,Trucks,1683
2008,September,Ontario,Passenger cars,27060
2008,September,Ontario,Trucks,22679
2008,September,Prince Edward Island,Passenger cars,303
2008,September,Prince Edward Island,Trucks,151
2008,September,Quebec,Passenger cars,23395
2008,September,Quebec,Trucks,12391
2008,September,Saskatchewan,Passenger cars,1662
2008,September,Saskatchewan,Trucks,2463
2008,October,Alberta,Passenger cars,6308
2008,October,Alberta,Trucks,12332
2008,October,British Columbia,Passenger cars,6147
2008,October,British Columbia,Trucks,6637
2008,October,Manitoba,Passenger cars,1591
2008,October,Manitoba,Trucks,2173
2008,October,New Brunswick,Passenger cars,1511
2008,October,New Brunswick,Trucks,1377
2008,October,Newfoundland and Labrador,Passenger cars,1075
2008,October,Newfoundland and Labrador,Trucks,1167
2008,October,Nova Scotia,Passenger cars,2029
2008,October,Nova Scotia,Trucks,1583
2008,October,Ontario,Passenger cars,23302
2008,October,Ontario,Trucks,22340
2008,October,Prince Edward Island,Passenger cars,232
2008,October,Prince Edward Island,Trucks,151
2008,October,Quebec,Passenger cars,19906
2008,October,Quebec,Trucks,12147
2008,October,Saskatchewan,Passenger cars,1417
2008,October,Saskatchewan,Trucks,2639
2008,November,Alberta,Passenger cars,5661
2008,November,Alberta,Trucks,11625
2008,November,British Columbia,Passenger cars,5314
2008,November,British Columbia,Trucks,6522
2008,November,Manitoba,Passenger cars,1297
2008,November,Manitoba,Trucks,1925
2008,November,New Brunswick,Passenger cars,1005
2008,November,New Brunswick,Trucks,1125
2008,November,Newfoundland and Labrador,Passenger cars,766
2008,November,Newfoundland and Labrador,Trucks,896
2008,November,Nova Scotia,Passenger cars,1510
2008,November,Nova Scotia,Trucks,1517
2008,November,Ontario,Passenger cars,19768
2008,November,Ontario,Trucks,20113
2008,November,Prince Edward Island,Passenger cars,166
2008,November,Prince Edward Island,Trucks,173
2008,November,Quebec,Passenger cars,14547
2008,November,Quebec,Trucks,9999
2008,November,Saskatchewan,Passenger cars,1219
2008,November,Saskatchewan,Trucks,2561
2008,December,Alberta,Passenger cars,4791
2008,December,Alberta,Trucks,10666
2008,December,British Columbia,Passenger cars,4834
2008,December,British Columbia,Trucks,6424
2008,December,Manitoba,Passenger cars,1285
2008,December,Manitoba,Trucks,2032
2008,December,New Brunswick,Passenger cars,1014
2008,December,New Brunswick,Trucks,1139
2008,December,Newfoundland and Labrador,Passenger cars,670
2008,December,Newfoundland and Labrador,Trucks,734
2008,December,Nova Scotia,Passenger cars,1449
2008,December,Nova Scotia,Trucks,1334
2008,December,Ontario,Passenger cars,17454
2008,December,Ontario,Trucks,18027
2008,December,Prince Edward Island,Passenger cars,165
2008,December,Prince Edward Island,Trucks,132
2008,December,Quebec,Passenger cars,12057
2008,December,Quebec,Trucks,9525
2008,December,Saskatchewan,Passenger cars,1020
2008,December,Saskatchewan,Trucks,2412
2009,January,Alberta,Passenger cars,3976
2009,January,Alberta,Trucks,9175
2009,January,British Columbia,Passenger cars,4416
2009,January,British Columbia,Trucks,5414
2009,January,Manitoba,Passenger cars,908
2009,January,Manitoba,Trucks,1522
2009,January,New Brunswick,Passenger cars,742
2009,January,New Brunswick,Trucks,1037
2009,January,Newfoundland and Labrador,Passenger cars,504
2009,January,Newfoundland and Labrador,Trucks,621
2009,January,Nova Scotia,Passenger cars,1108
2009,January,Nova Scotia,Trucks,1040
2009,January,Ontario,Passenger cars,12983
2009,January,Ontario,Trucks,14749
2009,January,Prince Edward Island,Passenger cars,148
2009,January,Prince Edward Island,Trucks,102
2009,January,Quebec,Passenger cars,10173
2009,January,Quebec,Trucks,7463
2009,January,Saskatchewan,Passenger cars,785
