Year,Month,GEO,Vehicle type,Number Of Sales
2022,November,Ontario,Trucks,44146
2022,November,Prince Edward Island,Passenger cars,106
2022,November,Prince Edward Island,Trucks,445
2022,November,Quebec,Passenger cars,6241
2022,November,Quebec,Trucks,23895
2022,November,Saskatchewan,Passenger cars,210
2022,November,Saskatchewan,Trucks,3032
2022,December,Alberta,Passenger cars,951
2022,December,Alberta,Trucks,11679
2022,December,British Columbia,Passenger cars,2180
2022,December,British Columbia,Trucks,10167
2022,December,Manitoba,Passenger cars,268
2022,December,Manitoba,Trucks,2888
2022,December,New Brunswick,Passenger cars,239
2022,December,New Brunswick,Trucks,2051
2022,December,Newfoundland and Labrador,Passenger cars,178
2022,December,Newfoundland and Labrador,Trucks,1382
2022,December,Nova Scotia,Passenger cars,355
2022,December,Nova Scotia,Trucks,2837
2022,December,Ontario,Passenger cars,7039
2022,December,Ontario,Trucks,39274
2022,December,Prince Edward Island,Passenger cars,57
2022,December,Prince Edward Island,Trucks,383
2022,December,Quebec,Passenger cars,4553
2022,December,Quebec,Trucks,20745
2022,December,Saskatchewan,Passenger cars,209
2022,December,Saskatchewan,Trucks,2836
2023,January,Alberta,Passenger cars,1095
2023,January,Alberta,Trucks,12605
2023,January,British Columbia,Passenger cars,2165
2023,January,British Columbia,Trucks,10627
2023,January,Manitoba,Passenger cars,327
2023,January,Manitoba,Trucks,2765
2023,January,New Brunswick,Passenger cars,237
2023,January,New Brunswick,Trucks,1905
2023,January,Newfoundland and Labrador,Passenger cars,207
2023,January,Newfoundland and Labrador,Trucks,1404
2023,January,Nova Scotia,Passenger cars,404
2023,January,Nova Scotia,Trucks,1940
2023,January,Ontario,Passenger cars,6285
2023,January,Ontario,Trucks,35257
